pk,QualityCode,DatetimeAEST,SiteID,Unit,Value,Varcode,VariableName,LastObservedTimeAEST,DataType,Owner
141.00|20190408000000|410750,2,04/08/2019 12:00:00 AM,410750,Megalitres/Day,3.3819999695,141.0,Stream Discharge Ml/Day,01/11/2020 02:03:11 AM,mean,TCCS
141.00|20190408000000|410746,1,04/08/2019 12:00:00 AM,410746,Megalitres/Day,0.0689999983,141.0,Stream Discharge Ml/Day,01/11/2020 02:03:11 AM,mean,TCCS
141.00|20190408000000|410745,1,04/08/2019 12:00:00 AM,410745,Megalitres/Day,2.888999939,141.0,Stream Discharge Ml/Day,01/11/2020 02:03:11 AM,mean,TCCS
141.00|20190408000000|410729,1,04/08/2019 12:00:00 AM,410729,Megalitres/Day,2.611000061,141.0,Stream Discharge Ml/Day,01/11/2020 02:03:11 AM,mean,EPSDD
141.00|20190408000000|410711,1,04/08/2019 12:00:00 AM,410711,Megalitres/Day,2.9509999752,141.0,Stream Discharge Ml/Day,01/11/2020 02:03:11 AM,mean,DEAD
141.00|20190408000000|410705,1,04/08/2019 12:00:00 AM,410705,Megalitres/Day,1.7869999409,141.0,Stream Discharge Ml/Day,01/11/2020 02:03:11 AM,mean,EPSDD
10.00|20190407090000|ES1801,1,04/08/2019 09:00:00 AM,ES1801,Millimetres,0,10.0,Rainfall,01/11/2020 02:01:02 AM,total,TCCS
10.00|20190407090000|ER0302,1,04/08/2019 09:00:00 AM,ER0302,Millimetres,0,10.0,Rainfall,01/11/2020 02:01:02 AM,total,DEAD
10.00|20190407090000|570996,1,04/08/2019 09:00:00 AM,570996,Millimetres,0,10.0,Rainfall,01/11/2020 02:01:02 AM,total,TCCS
10.00|20190407090000|570993,1,04/08/2019 09:00:00 AM,570993,Millimetres,0,10.0,Rainfall,01/11/2020 02:01:02 AM,total,TCCS
10.00|20190407090000|570992,1,04/08/2019 09:00:00 AM,570992,Millimetres,0,10.0,Rainfall,01/11/2020 02:01:02 AM,total,TCCS
10.00|20190407090000|570991,1,04/08/2019 09:00:00 AM,570991,Millimetres,0,10.0,Rainfall,01/11/2020 02:01:02 AM,total,TCCS
10.00|20190407090000|570987,2,04/08/2019 09:00:00 AM,570987,Millimetres,0,10.0,Rainfall,01/11/2020 02:01:02 AM,total,TCCS
10.00|20190407090000|570985,1,04/08/2019 09:00:00 AM,570985,Millimetres,0,10.0,Rainfall,01/11/2020 02:01:02 AM,total,TCCS
10.00|20190407090000|570981,1,04/08/2019 09:00:00 AM,570981,Millimetres,0,10.0,Rainfall,01/11/2020 02:01:02 AM,total,TCCS
10.00|20190407090000|570978,1,04/08/2019 09:00:00 AM,570978,Millimetres,0,10.0,Rainfall,01/11/2020 02:01:02 AM,total,TCCS
10.00|20190407090000|570977,1,04/08/2019 09:00:00 AM,570977,Millimetres,0,10.0,Rainfall,01/11/2020 02:01:02 AM,total,TCCS
10.00|20190407090000|570967,1,04/08/2019 09:00:00 AM,570967,Millimetres,0,10.0,Rainfall,01/11/2020 02:01:02 AM,total,DEAD?
10.00|20190407090000|570944,1,04/08/2019 09:00:00 AM,570944,Millimetres,0,10.0,Rainfall,01/11/2020 02:01:02 AM,total,TCCS
10.00|20190407090000|570943,1,04/08/2019 09:00:00 AM,570943,Millimetres,0,10.0,Rainfall,01/11/2020 02:01:02 AM,total,TCCS
10.00|20190407090000|570942,1,04/08/2019 09:00:00 AM,570942,Millimetres,0,10.0,Rainfall,01/11/2020 02:01:02 AM,total,TCCS
10.00|20190407090000|570941,1,04/08/2019 09:00:00 AM,570941,Millimetres,0,10.0,Rainfall,01/11/2020 02:01:02 AM,total,TCCS
10.00|20190407090000|570928,1,04/08/2019 09:00:00 AM,570928,Millimetres,0,10.0,Rainfall,01/11/2020 02:01:02 AM,total,DEAD
10.00|20190407090000|570925,1,04/08/2019 09:00:00 AM,570925,Millimetres,0,10.0,Rainfall,01/11/2020 02:01:02 AM,total,TCCS
10.00|20190407090000|570922,255,04/08/2019 09:00:00 AM,570922,Millimetres,0,10.0,Rainfall,10/10/2019 02:01:13 AM,total,DEAD?
10.00|20190407090000|570915,1,04/08/2019 09:00:00 AM,570915,Millimetres,0.400000006,10.0,Rainfall,01/11/2020 02:01:02 AM,total,DEAD
10.00|20190407090000|570909,1,04/08/2019 09:00:00 AM,570909,Millimetres,0.200000003,10.0,Rainfall,01/11/2020 02:01:02 AM,total,TCCS
10.00|20190407090000|570908,255,04/08/2019 09:00:00 AM,570908,Millimetres,0,10.0,Rainfall,01/11/2020 02:01:02 AM,total,TCCS
10.00|20190407090000|570904,1,04/08/2019 09:00:00 AM,570904,Millimetres,0,10.0,Rainfall,01/11/2020 02:01:02 AM,total,TCCS
10.00|20190407090000|570902,1,04/08/2019 09:00:00 AM,570902,Millimetres,0,10.0,Rainfall,01/11/2020 02:01:02 AM,total,TCCS
10.00|20190407090000|570824,1,04/08/2019 09:00:00 AM,570824,Millimetres,0,10.0,Rainfall,01/11/2020 02:01:02 AM,total,TCCS
10.00|20190407090000|570822,1,04/08/2019 09:00:00 AM,570822,Millimetres,0,10.0,Rainfall,01/11/2020 02:01:02 AM,total,TCCS
10.00|20190407090000|570821,1,04/08/2019 09:00:00 AM,570821,Millimetres,0,10.0,Rainfall,01/11/2020 02:01:02 AM,total,TCCS
10.00|20190407090000|570817,1,04/08/2019 09:00:00 AM,570817,Millimetres,0,10.0,Rainfall,01/11/2020 02:01:02 AM,total,TCCS
10.00|20190407090000|570813,1,04/08/2019 09:00:00 AM,570813,Millimetres,0,10.0,Rainfall,01/11/2020 02:01:02 AM,total,TCCS
10.00|20190407090000|570807,1,04/08/2019 09:00:00 AM,570807,Millimetres,0,10.0,Rainfall,01/11/2020 02:01:02 AM,total,TCCS
10.00|20190407090000|570806,1,04/08/2019 09:00:00 AM,570806,Millimetres,0,10.0,Rainfall,01/11/2020 02:01:02 AM,total,TCCS
10.00|20190407090000|570805,1,04/08/2019 09:00:00 AM,570805,Millimetres,0,10.0,Rainfall,01/11/2020 02:01:02 AM,total,DEAD?
10.00|20190407090000|570803,1,04/08/2019 09:00:00 AM,570803,Millimetres,0,10.0,Rainfall,01/11/2020 02:01:02 AM,total,TCCS
10.00|20190407090000|570802,1,04/08/2019 09:00:00 AM,570802,Millimetres,0,10.0,Rainfall,01/11/2020 02:01:02 AM,total,TCCS
10.00|20190407090000|570801,2,04/08/2019 09:00:00 AM,570801,Millimetres,0,10.0,Rainfall,01/11/2020 02:01:02 AM,total,TCCS
141.00|20190409000000|410790,1,04/09/2019 12:00:00 AM,410790,Megalitres/Day,0.6740000248,141.0,Stream Discharge Ml/Day,01/11/2020 02:03:11 AM,mean,TCCS/EPSDD
141.00|20190409000000|410779,1,04/09/2019 12:00:00 AM,410779,Megalitres/Day,1.0249999762,141.0,Stream Discharge Ml/Day,01/11/2020 02:03:11 AM,mean,TCCS/EPSDD
141.00|20190409000000|410776,1,04/09/2019 12:00:00 AM,410776,Megalitres/Day,0.3810000122,141.0,Stream Discharge Ml/Day,01/11/2020 02:03:11 AM,mean,DEAD
141.00|20190409000000|410775,2,04/09/2019 12:00:00 AM,410775,Megalitres/Day,0.1010000035,141.0,Stream Discharge Ml/Day,01/11/2020 02:03:11 AM,mean,TCCS
141.00|20190409000000|410772,1,04/09/2019 12:00:00 AM,410772,Megalitres/Day,0.0260000005,141.0,Stream Discharge Ml/Day,01/11/2020 02:03:11 AM,mean,TCCS
141.00|20190409000000|410770,1,04/09/2019 12:00:00 AM,410770,Megalitres/Day,2.2550001144,141.0,Stream Discharge Ml/Day,01/11/2020 02:03:11 AM,mean,EPSDD
141.00|20190409000000|410761,1,04/09/2019 12:00:00 AM,410761,Megalitres/Day,139.3139953613,141.0,Stream Discharge Ml/Day,01/11/2020 02:03:11 AM,mean,EPSDD
141.00|20190409000000|410756,1,04/09/2019 12:00:00 AM,410756,Megalitres/Day,4.251999855,141.0,Stream Discharge Ml/Day,01/11/2020 02:03:11 AM,mean,EPSDD
141.00|20190409000000|410753,150,04/09/2019 12:00:00 AM,410753,Megalitres/Day,0.1519999951,141.0,Stream Discharge Ml/Day,01/11/2020 02:03:11 AM,mean,TCCS
141.00|20190409000000|410751,1,04/09/2019 12:00:00 AM,410751,Megalitres/Day,6.3220000267,141.0,Stream Discharge Ml/Day,01/11/2020 02:03:11 AM,mean,TCCS
141.00|20190409000000|410750,2,04/09/2019 12:00:00 AM,410750,Megalitres/Day,2.0810000896,141.0,Stream Discharge Ml/Day,01/11/2020 02:03:11 AM,mean,TCCS
141.00|20190409000000|410746,1,04/09/2019 12:00:00 AM,410746,Megalitres/Day,0.063000001,141.0,Stream Discharge Ml/Day,01/11/2020 02:03:11 AM,mean,TCCS
141.00|20190409000000|410745,1,04/09/2019 12:00:00 AM,410745,Megalitres/Day,2.8199999332,141.0,Stream Discharge Ml/Day,01/11/2020 02:03:11 AM,mean,TCCS
141.00|20190409000000|410729,1,04/09/2019 12:00:00 AM,410729,Megalitres/Day,2.3710000515,141.0,Stream Discharge Ml/Day,01/11/2020 02:03:11 AM,mean,EPSDD
141.00|20190409000000|410711,1,04/09/2019 12:00:00 AM,410711,Megalitres/Day,2.3870000839,141.0,Stream Discharge Ml/Day,01/11/2020 02:03:11 AM,mean,DEAD
141.00|20190409000000|410705,1,04/09/2019 12:00:00 AM,410705,Megalitres/Day,1.3849999905,141.0,Stream Discharge Ml/Day,01/11/2020 02:03:11 AM,mean,EPSDD
10.00|20190408090000|ES1801,1,04/09/2019 09:00:00 AM,ES1801,Millimetres,0,10.0,Rainfall,01/11/2020 02:01:02 AM,total,TCCS
10.00|20190408090000|ER0302,1,04/09/2019 09:00:00 AM,ER0302,Millimetres,0,10.0,Rainfall,01/11/2020 02:01:02 AM,total,DEAD
10.00|20190408090000|570996,1,04/09/2019 09:00:00 AM,570996,Millimetres,0,10.0,Rainfall,01/11/2020 02:01:02 AM,total,TCCS
10.00|20190408090000|570993,1,04/09/2019 09:00:00 AM,570993,Millimetres,0,10.0,Rainfall,01/11/2020 02:01:02 AM,total,TCCS
10.00|20190408090000|570992,1,04/09/2019 09:00:00 AM,570992,Millimetres,0,10.0,Rainfall,01/11/2020 02:01:02 AM,total,TCCS
10.00|20190408090000|570991,1,04/09/2019 09:00:00 AM,570991,Millimetres,0,10.0,Rainfall,01/11/2020 02:01:02 AM,total,TCCS
10.00|20190408090000|570987,2,04/09/2019 09:00:00 AM,570987,Millimetres,0,10.0,Rainfall,01/11/2020 02:01:02 AM,total,TCCS
10.00|20190408090000|570985,1,04/09/2019 09:00:00 AM,570985,Millimetres,0,10.0,Rainfall,01/11/2020 02:01:02 AM,total,TCCS
10.00|20190408090000|570981,1,04/09/2019 09:00:00 AM,570981,Millimetres,0,10.0,Rainfall,01/11/2020 02:01:02 AM,total,TCCS
10.00|20190408090000|570978,1,04/09/2019 09:00:00 AM,570978,Millimetres,0,10.0,Rainfall,01/11/2020 02:01:02 AM,total,TCCS
10.00|20190408090000|570977,1,04/09/2019 09:00:00 AM,570977,Millimetres,0,10.0,Rainfall,01/11/2020 02:01:02 AM,total,TCCS
10.00|20190408090000|570967,1,04/09/2019 09:00:00 AM,570967,Millimetres,0,10.0,Rainfall,01/11/2020 02:01:02 AM,total,DEAD?
10.00|20190408090000|570944,1,04/09/2019 09:00:00 AM,570944,Millimetres,0,10.0,Rainfall,01/11/2020 02:01:02 AM,total,TCCS
10.00|20190408090000|570943,1,04/09/2019 09:00:00 AM,570943,Millimetres,0,10.0,Rainfall,01/11/2020 02:01:02 AM,total,TCCS
10.00|20190408090000|570942,1,04/09/2019 09:00:00 AM,570942,Millimetres,0,10.0,Rainfall,01/11/2020 02:01:02 AM,total,TCCS
10.00|20190408090000|570941,1,04/09/2019 09:00:00 AM,570941,Millimetres,0,10.0,Rainfall,01/11/2020 02:01:02 AM,total,TCCS
10.00|20190408090000|570928,1,04/09/2019 09:00:00 AM,570928,Millimetres,0,10.0,Rainfall,01/11/2020 02:01:02 AM,total,DEAD
10.00|20190408090000|570925,1,04/09/2019 09:00:00 AM,570925,Millimetres,0,10.0,Rainfall,01/11/2020 02:01:02 AM,total,TCCS
10.00|20190408090000|570922,255,04/09/2019 09:00:00 AM,570922,Millimetres,0,10.0,Rainfall,10/10/2019 02:01:13 AM,total,DEAD?
10.00|20190408090000|570915,1,04/09/2019 09:00:00 AM,570915,Millimetres,0,10.0,Rainfall,01/11/2020 02:01:02 AM,total,DEAD
10.00|20190408090000|570909,1,04/09/2019 09:00:00 AM,570909,Millimetres,0,10.0,Rainfall,01/11/2020 02:01:02 AM,total,TCCS
10.00|20190408090000|570908,255,04/09/2019 09:00:00 AM,570908,Millimetres,0,10.0,Rainfall,01/11/2020 02:01:02 AM,total,TCCS
10.00|20190408090000|570904,1,04/09/2019 09:00:00 AM,570904,Millimetres,0,10.0,Rainfall,01/11/2020 02:01:02 AM,total,TCCS
10.00|20190408090000|570902,1,04/09/2019 09:00:00 AM,570902,Millimetres,0,10.0,Rainfall,01/11/2020 02:01:02 AM,total,TCCS
10.00|20190408090000|570824,1,04/09/2019 09:00:00 AM,570824,Millimetres,0,10.0,Rainfall,01/11/2020 02:01:02 AM,total,TCCS
10.00|20190408090000|570822,1,04/09/2019 09:00:00 AM,570822,Millimetres,0,10.0,Rainfall,01/11/2020 02:01:02 AM,total,TCCS
10.00|20190408090000|570821,1,04/09/2019 09:00:00 AM,570821,Millimetres,0,10.0,Rainfall,01/11/2020 02:01:02 AM,total,TCCS
10.00|20190408090000|570817,1,04/09/2019 09:00:00 AM,570817,Millimetres,0,10.0,Rainfall,01/11/2020 02:01:02 AM,total,TCCS
10.00|20190408090000|570813,1,04/09/2019 09:00:00 AM,570813,Millimetres,0,10.0,Rainfall,01/11/2020 02:01:02 AM,total,TCCS
10.00|20190408090000|570807,1,04/09/2019 09:00:00 AM,570807,Millimetres,0,10.0,Rainfall,01/11/2020 02:01:02 AM,total,TCCS
10.00|20190408090000|570806,1,04/09/2019 09:00:00 AM,570806,Millimetres,0,10.0,Rainfall,01/11/2020 02:01:02 AM,total,TCCS
10.00|20190408090000|570805,1,04/09/2019 09:00:00 AM,570805,Millimetres,0,10.0,Rainfall,01/11/2020 02:01:02 AM,total,DEAD?
10.00|20190408090000|570803,1,04/09/2019 09:00:00 AM,570803,Millimetres,0,10.0,Rainfall,01/11/2020 02:01:02 AM,total,TCCS
10.00|20190408090000|570802,1,04/09/2019 09:00:00 AM,570802,Millimetres,0,10.0,Rainfall,01/11/2020 02:01:02 AM,total,TCCS
10.00|20190408090000|570801,2,04/09/2019 09:00:00 AM,570801,Millimetres,0,10.0,Rainfall,01/11/2020 02:01:02 AM,total,TCCS
141.00|20190410000000|410790,1,04/10/2019 12:00:00 AM,410790,Megalitres/Day,0.5910000205,141.0,Stream Discharge Ml/Day,01/11/2020 02:03:11 AM,mean,TCCS/EPSDD
141.00|20190410000000|410779,1,04/10/2019 12:00:00 AM,410779,Megalitres/Day,0.65200001,141.0,Stream Discharge Ml/Day,01/11/2020 02:03:11 AM,mean,TCCS/EPSDD
141.00|20190410000000|410776,1,04/10/2019 12:00:00 AM,410776,Megalitres/Day,0.3490000069,141.0,Stream Discharge Ml/Day,01/11/2020 02:03:11 AM,mean,DEAD
141.00|20190410000000|410775,2,04/10/2019 12:00:00 AM,410775,Megalitres/Day,0.0879999995,141.0,Stream Discharge Ml/Day,01/11/2020 02:03:11 AM,mean,TCCS
141.00|20190410000000|410772,1,04/10/2019 12:00:00 AM,410772,Megalitres/Day,0.0149999997,141.0,Stream Discharge Ml/Day,01/11/2020 02:03:11 AM,mean,TCCS
141.00|20190410000000|410770,1,04/10/2019 12:00:00 AM,410770,Megalitres/Day,1.4819999933,141.0,Stream Discharge Ml/Day,01/11/2020 02:03:11 AM,mean,EPSDD
141.00|20190410000000|410761,1,04/10/2019 12:00:00 AM,410761,Megalitres/Day,126.6360015869,141.0,Stream Discharge Ml/Day,01/11/2020 02:03:11 AM,mean,EPSDD
141.00|20190410000000|410756,1,04/10/2019 12:00:00 AM,410756,Megalitres/Day,3.8329999447,141.0,Stream Discharge Ml/Day,01/11/2020 02:03:11 AM,mean,EPSDD
141.00|20190410000000|410753,1,04/10/2019 12:00:00 AM,410753,Megalitres/Day,0.173999995,141.0,Stream Discharge Ml/Day,01/11/2020 02:03:11 AM,mean,TCCS
141.00|20190410000000|410751,1,04/10/2019 12:00:00 AM,410751,Megalitres/Day,3.9149999619,141.0,Stream Discharge Ml/Day,01/11/2020 02:03:11 AM,mean,TCCS
141.00|20190410000000|410750,2,04/10/2019 12:00:00 AM,410750,Megalitres/Day,1.5429999828,141.0,Stream Discharge Ml/Day,01/11/2020 02:03:11 AM,mean,TCCS
141.00|20190410000000|410746,1,04/10/2019 12:00:00 AM,410746,Megalitres/Day,0.057,141.0,Stream Discharge Ml/Day,01/11/2020 02:03:11 AM,mean,TCCS
141.00|20190410000000|410745,1,04/10/2019 12:00:00 AM,410745,Megalitres/Day,2.7630000114,141.0,Stream Discharge Ml/Day,01/11/2020 02:03:11 AM,mean,TCCS
141.00|20190410000000|410729,1,04/10/2019 12:00:00 AM,410729,Megalitres/Day,3.0969998837,141.0,Stream Discharge Ml/Day,01/11/2020 02:03:11 AM,mean,EPSDD
141.00|20190410000000|410711,1,04/10/2019 12:00:00 AM,410711,Megalitres/Day,2.0320000648,141.0,Stream Discharge Ml/Day,01/11/2020 02:03:11 AM,mean,DEAD
141.00|20190410000000|410705,1,04/10/2019 12:00:00 AM,410705,Megalitres/Day,0.9620000124,141.0,Stream Discharge Ml/Day,01/11/2020 02:03:11 AM,mean,EPSDD
10.00|20190409090000|ES1801,1,04/10/2019 09:00:00 AM,ES1801,Millimetres,0,10.0,Rainfall,01/11/2020 02:01:02 AM,total,TCCS
10.00|20190409090000|ER0302,1,04/10/2019 09:00:00 AM,ER0302,Millimetres,0,10.0,Rainfall,01/11/2020 02:01:02 AM,total,DEAD
10.00|20190409090000|570996,1,04/10/2019 09:00:00 AM,570996,Millimetres,0,10.0,Rainfall,01/11/2020 02:01:02 AM,total,TCCS
10.00|20190409090000|570993,1,04/10/2019 09:00:00 AM,570993,Millimetres,0,10.0,Rainfall,01/11/2020 02:01:02 AM,total,TCCS
10.00|20190409090000|570992,1,04/10/2019 09:00:00 AM,570992,Millimetres,0,10.0,Rainfall,01/11/2020 02:01:02 AM,total,TCCS
10.00|20190409090000|570991,1,04/10/2019 09:00:00 AM,570991,Millimetres,0,10.0,Rainfall,01/11/2020 02:01:02 AM,total,TCCS
10.00|20190409090000|570987,2,04/10/2019 09:00:00 AM,570987,Millimetres,0,10.0,Rainfall,01/11/2020 02:01:02 AM,total,TCCS
10.00|20190409090000|570985,1,04/10/2019 09:00:00 AM,570985,Millimetres,0,10.0,Rainfall,01/11/2020 02:01:02 AM,total,TCCS
10.00|20190409090000|570981,1,04/10/2019 09:00:00 AM,570981,Millimetres,0,10.0,Rainfall,01/11/2020 02:01:02 AM,total,TCCS
10.00|20190409090000|570978,1,04/10/2019 09:00:00 AM,570978,Millimetres,0,10.0,Rainfall,01/11/2020 02:01:02 AM,total,TCCS
10.00|20190409090000|570977,1,04/10/2019 09:00:00 AM,570977,Millimetres,0,10.0,Rainfall,01/11/2020 02:01:02 AM,total,TCCS
10.00|20190409090000|570967,1,04/10/2019 09:00:00 AM,570967,Millimetres,0,10.0,Rainfall,01/11/2020 02:01:02 AM,total,DEAD?
10.00|20190409090000|570944,1,04/10/2019 09:00:00 AM,570944,Millimetres,0,10.0,Rainfall,01/11/2020 02:01:02 AM,total,TCCS
10.00|20190409090000|570943,1,04/10/2019 09:00:00 AM,570943,Millimetres,0,10.0,Rainfall,01/11/2020 02:01:02 AM,total,TCCS
10.00|20190409090000|570942,1,04/10/2019 09:00:00 AM,570942,Millimetres,0,10.0,Rainfall,01/11/2020 02:01:02 AM,total,TCCS
10.00|20190409090000|570941,1,04/10/2019 09:00:00 AM,570941,Millimetres,0,10.0,Rainfall,01/11/2020 02:01:02 AM,total,TCCS
10.00|20190409090000|570928,1,04/10/2019 09:00:00 AM,570928,Millimetres,0,10.0,Rainfall,01/11/2020 02:01:02 AM,total,DEAD
10.00|20190409090000|570925,1,04/10/2019 09:00:00 AM,570925,Millimetres,0,10.0,Rainfall,01/11/2020 02:01:02 AM,total,TCCS
10.00|20190409090000|570922,255,04/10/2019 09:00:00 AM,570922,Millimetres,0,10.0,Rainfall,10/10/2019 02:01:13 AM,total,DEAD?
10.00|20190409090000|570915,1,04/10/2019 09:00:00 AM,570915,Millimetres,0,10.0,Rainfall,01/11/2020 02:01:02 AM,total,DEAD
10.00|20190409090000|570909,1,04/10/2019 09:00:00 AM,570909,Millimetres,0,10.0,Rainfall,01/11/2020 02:01:02 AM,total,TCCS
10.00|20190409090000|570908,255,04/10/2019 09:00:00 AM,570908,Millimetres,0,10.0,Rainfall,01/11/2020 02:01:02 AM,total,TCCS
10.00|20190409090000|570904,1,04/10/2019 09:00:00 AM,570904,Millimetres,0,10.0,Rainfall,01/11/2020 02:01:02 AM,total,TCCS
10.00|20190409090000|570902,1,04/10/2019 09:00:00 AM,570902,Millimetres,0,10.0,Rainfall,01/11/2020 02:01:02 AM,total,TCCS
10.00|20190409090000|570824,1,04/10/2019 09:00:00 AM,570824,Millimetres,0,10.0,Rainfall,01/11/2020 02:01:02 AM,total,TCCS
10.00|20190409090000|570822,1,04/10/2019 09:00:00 AM,570822,Millimetres,0,10.0,Rainfall,01/11/2020 02:01:02 AM,total,TCCS
10.00|20190409090000|570821,1,04/10/2019 09:00:00 AM,570821,Millimetres,0,10.0,Rainfall,01/11/2020 02:01:02 AM,total,TCCS
10.00|20190409090000|570817,1,04/10/2019 09:00:00 AM,570817,Millimetres,0,10.0,Rainfall,01/11/2020 02:01:02 AM,total,TCCS
10.00|20190409090000|570813,1,04/10/2019 09:00:00 AM,570813,Millimetres,0,10.0,Rainfall,01/11/2020 02:01:02 AM,total,TCCS
10.00|20190409090000|570807,1,04/10/2019 09:00:00 AM,570807,Millimetres,0,10.0,Rainfall,01/11/2020 02:01:02 AM,total,TCCS
10.00|20190409090000|570806,1,04/10/2019 09:00:00 AM,570806,Millimetres,0,10.0,Rainfall,01/11/2020 02:01:02 AM,total,TCCS
10.00|20190409090000|570805,1,04/10/2019 09:00:00 AM,570805,Millimetres,0,10.0,Rainfall,01/11/2020 02:01:02 AM,total,DEAD?
10.00|20190409090000|570803,1,04/10/2019 09:00:00 AM,570803,Millimetres,0,10.0,Rainfall,01/11/2020 02:01:02 AM,total,TCCS
10.00|20190409090000|570802,1,04/10/2019 09:00:00 AM,570802,Millimetres,0,10.0,Rainfall,01/11/2020 02:01:02 AM,total,TCCS
10.00|20190409090000|570801,2,04/10/2019 09:00:00 AM,570801,Millimetres,0,10.0,Rainfall,01/11/2020 02:01:02 AM,total,TCCS
141.00|20190411000000|410790,1,04/11/2019 12:00:00 AM,410790,Megalitres/Day,0.55400002,141.0,Stream Discharge Ml/Day,01/11/2020 02:03:11 AM,mean,TCCS/EPSDD
141.00|20190411000000|410779,1,04/11/2019 12:00:00 AM,410779,Megalitres/Day,0.5360000134,141.0,Stream Discharge Ml/Day,01/11/2020 02:03:11 AM,mean,TCCS/EPSDD
141.00|20190411000000|410776,1,04/11/2019 12:00:00 AM,410776,Megalitres/Day,0.3560000062,141.0,Stream Discharge Ml/Day,01/11/2020 02:03:11 AM,mean,DEAD
141.00|20190411000000|410775,2,04/11/2019 12:00:00 AM,410775,Megalitres/Day,0.075000003,141.0,Stream Discharge Ml/Day,01/11/2020 02:03:11 AM,mean,TCCS
141.00|20190411000000|410772,1,04/11/2019 12:00:00 AM,410772,Megalitres/Day,0.0179999992,141.0,Stream Discharge Ml/Day,01/11/2020 02:03:11 AM,mean,TCCS
141.00|20190411000000|410770,1,04/11/2019 12:00:00 AM,410770,Megalitres/Day,1.1119999886,141.0,Stream Discharge Ml/Day,01/11/2020 02:03:11 AM,mean,EPSDD
141.00|20190411000000|410761,1,04/11/2019 12:00:00 AM,410761,Megalitres/Day,115.5009994507,141.0,Stream Discharge Ml/Day,01/11/2020 02:03:11 AM,mean,EPSDD
141.00|20190411000000|410756,1,04/11/2019 12:00:00 AM,410756,Megalitres/Day,3.9519999027,141.0,Stream Discharge Ml/Day,01/11/2020 02:03:11 AM,mean,EPSDD
141.00|20190411000000|410753,150,04/11/2019 12:00:00 AM,410753,Megalitres/Day,0.1679999977,141.0,Stream Discharge Ml/Day,01/11/2020 02:03:11 AM,mean,TCCS
141.00|20190411000000|410751,1,04/11/2019 12:00:00 AM,410751,Megalitres/Day,2.7869999409,141.0,Stream Discharge Ml/Day,01/11/2020 02:03:11 AM,mean,TCCS
141.00|20190411000000|410750,2,04/11/2019 12:00:00 AM,410750,Megalitres/Day,1.449000001,141.0,Stream Discharge Ml/Day,01/11/2020 02:03:11 AM,mean,TCCS
141.00|20190411000000|410746,1,04/11/2019 12:00:00 AM,410746,Megalitres/Day,0.0549999997,141.0,Stream Discharge Ml/Day,01/11/2020 02:03:11 AM,mean,TCCS
141.00|20190411000000|410745,1,04/11/2019 12:00:00 AM,410745,Megalitres/Day,2.8759999275,141.0,Stream Discharge Ml/Day,01/11/2020 02:03:11 AM,mean,TCCS
141.00|20190411000000|410729,1,04/11/2019 12:00:00 AM,410729,Megalitres/Day,2.6040000916,141.0,Stream Discharge Ml/Day,01/11/2020 02:03:11 AM,mean,EPSDD
141.00|20190411000000|410711,1,04/11/2019 12:00:00 AM,410711,Megalitres/Day,1.7899999619,141.0,Stream Discharge Ml/Day,01/11/2020 02:03:11 AM,mean,DEAD
141.00|20190411000000|410705,1,04/11/2019 12:00:00 AM,410705,Megalitres/Day,0.6430000067,141.0,Stream Discharge Ml/Day,01/11/2020 02:03:11 AM,mean,EPSDD
10.00|20190410090000|ES1801,1,04/11/2019 09:00:00 AM,ES1801,Millimetres,0,10.0,Rainfall,01/11/2020 02:01:02 AM,total,TCCS
10.00|20190410090000|ER0302,1,04/11/2019 09:00:00 AM,ER0302,Millimetres,0,10.0,Rainfall,01/11/2020 02:01:02 AM,total,DEAD
10.00|20190410090000|570996,1,04/11/2019 09:00:00 AM,570996,Millimetres,0,10.0,Rainfall,01/11/2020 02:01:02 AM,total,TCCS
10.00|20190410090000|570993,1,04/11/2019 09:00:00 AM,570993,Millimetres,0,10.0,Rainfall,01/11/2020 02:01:02 AM,total,TCCS
10.00|20190410090000|570992,1,04/11/2019 09:00:00 AM,570992,Millimetres,0,10.0,Rainfall,01/11/2020 02:01:02 AM,total,TCCS
10.00|20190410090000|570991,1,04/11/2019 09:00:00 AM,570991,Millimetres,0,10.0,Rainfall,01/11/2020 02:01:02 AM,total,TCCS
10.00|20190410090000|570987,2,04/11/2019 09:00:00 AM,570987,Millimetres,0,10.0,Rainfall,01/11/2020 02:01:02 AM,total,TCCS
10.00|20190410090000|570985,1,04/11/2019 09:00:00 AM,570985,Millimetres,0,10.0,Rainfall,01/11/2020 02:01:02 AM,total,TCCS
10.00|20190410090000|570981,1,04/11/2019 09:00:00 AM,570981,Millimetres,0,10.0,Rainfall,01/11/2020 02:01:02 AM,total,TCCS
10.00|20190410090000|570978,1,04/11/2019 09:00:00 AM,570978,Millimetres,0,10.0,Rainfall,01/11/2020 02:01:02 AM,total,TCCS
10.00|20190410090000|570977,1,04/11/2019 09:00:00 AM,570977,Millimetres,0,10.0,Rainfall,01/11/2020 02:01:02 AM,total,TCCS
10.00|20190410090000|570967,1,04/11/2019 09:00:00 AM,570967,Millimetres,0,10.0,Rainfall,01/11/2020 02:01:02 AM,total,DEAD?
10.00|20190410090000|570944,1,04/11/2019 09:00:00 AM,570944,Millimetres,0,10.0,Rainfall,01/11/2020 02:01:02 AM,total,TCCS
